"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,Focal Year: EA043 Descent: major type,Code: EA043 Descent: major type,Description: EA043 Descent: major type,Comment: EA043 Descent: major type,Subcase: EA043 Descent: major type,References: EA043 Descent: major type
Ethnographic Atlas,Alsea,Nb28,xd1088,Alsea (Nb28),44.0,-124.0,44.0,-124.0,alse1251,Alsea,aes,Alsea,1860,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Drucker(1939); Barnett(1937); ,1860,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Drucker(1939); Barnett(1937); 
Ethnographic Atlas,Mambwe,Ac43,xd70,Mambwe (Ac43),9.0,32.0,9.0,32.0,mamb1296,Mambwe-Lungu,mgr,Atlantic-Congo,,NA,Missing data,,,,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Willis(1966); Watson(1954b); 
Ethnographic Atlas,Rwala,Cj2,xd588,Rwala (Cj2),33.0,37.0,33.0,37.0,nort3137,North Najdi,,Afro-Asiatic,1920,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,Unspecified,Ashkenazi(1948); Musil(1928); Raswan(1947); ,1920,7,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",,Unspecified,Ashkenazi(1948); Musil(1928); Raswan(1947); 
Ethnographic Atlas,Sonjo,Ad39,xd108,Sonjo (Ad39),-3.0,36.0,-3.0,36.0,temi1247,Temi,soz,Atlantic-Congo,,NA,Missing data,,,,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Gray(1963); 
Ethnographic Atlas,French Basques,Ce4,xd531,Basques (Ce4),43.0,-1.0,43.0,-1.0,labo1236,Labourdin,,Basque,1930,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,Labourd,Greenwood(1971); Douglass(1969); Caro Baroja(1958); Madariaga(1940); Caro Baroja(1944); ,1930,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,Labourd,Greenwood(1971); Douglass(1969); Caro Baroja(1958); Madariaga(1940); Caro Baroja(1944); 
Ethnographic Atlas,Rade,Ej10,xd717,Rhade (Ej10),13.0,108.0,13.0,108.0,rade1240,Rade,rad,Austronesian,1950,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,Ko-Sier Village,Le Bar et al.(1964e); Donoghue(1972); Donoghue et al.(1962); Sabatier(1940); ,1950,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,Ko-Sier Village,Le Bar et al.(1964e); Donoghue(1972); Donoghue et al.(1962); Sabatier(1940); 
Ethnographic Atlas,Futajalonke,Ag6,xd294,Futajalonke (Ag6),11.0,-13.0,11.0,-13.0,pula1262,Pular,fuf,Atlantic-Congo,1890,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Vieillard(1940); Vieillard(1939); Durand(1929); ,1890,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Vieillard(1940); Vieillard(1939); Durand(1929); 
Ethnographic Atlas,Stó:lō,Nb27,xd1087,Stalo (Nb27),49.0,-122.0,49.0,-122.0,chil1281,Chiliwack,,Salishan,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the Tait,Duff(1952); Hill-Tout(1904); Hill-Tout(1902); ,1880,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the Tait,Duff(1952); Hill-Tout(1904); Hill-Tout(1902); 
Ethnographic Atlas,Ndyuka,Sc18,xd1344,Djuka (Sc18),5.0,-54.0,5.0,-54.0,ndyu1242,Ndyuka,djk,Indo-European,1960,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Thoden van Velzen(1966); Kobben(1967a); Kobben(1967b); Geyskes(1954); Van der Kuyp(1962); ,1960,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Thoden van Velzen(1966); Kobben(1967a); Kobben(1967b); Geyskes(1954); Van der Kuyp(1962); 
Ethnographic Atlas,Irish,Cg3,xd543,Irish (Cg3),53.0,-9.0,53.0,-9.0,iris1253,Irish,gle,Indo-European,1930,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,County Clare,Arensberg and Kimball(1940); O'Donoghue(1958); Evans(1957); Kane(1970); Cresswell(1969); Kane(1972); ,1930,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,County Clare,Arensberg and Kimball(1940); O'Donoghue(1958); Evans(1957); Kane(1970); Cresswell(1969); Kane(1972); 
Ethnographic Atlas,Nez Perce,Nd20,xd1153,Nez Perce (Nd20),45.0,-115.0,45.0,-115.0,nezp1238,Nez Perce,nez,Sahaptian,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Elmendorf(1963); Haines(1955); Spiden(1908); Curtis(1911); ,1850,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Elmendorf(1963); Haines(1955); Spiden(1908); Curtis(1911); 
Ethnographic Atlas,Kamuku,Ah14,xd303,Kamuku (Ah14),11.0,6.0,11.0,6.0,cind1241,Cinda-Regi-Tiyal,cdr,Atlantic-Congo,,NA,Missing data,,,,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Gunn and Conant(1960); 
Ethnographic Atlas,Tristan da Cunha,Cf3,xd538,Tristan da Cunha (Cf3),-37.11,-12.27,-37.0,-12.0,stan1293,Standard English,eng,Indo-European,1930,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Munch(1945); ,1930,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Munch(1945); 
Ethnographic Atlas,Tupinambá,Sj8,xd1416,Tupinamba (Sj8),-8.0,-35.0,-8.0,-35.0,tupi1273,Tupinambá,tpn,Tupian,1600,NA,Missing data,Uncertain because of much conflict in the sources,Hinterland of Rio de Janeiro,d'Evreux(1864); Magalhaes de Gandavo(1922); Soares de Souza(1851); Staden(1928); Abbeville(1614); Metraux(1948c); Lery(1906); Lery(1880); Thevet(1878); Cardim(1906); ,1600,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",See related comment(s) by Murdock: variable EA021: Inference from extended families with communal dwellings,Hinterland of Rio de Janeiro,d'Evreux(1864); Magalhaes de Gandavo(1922); Soares de Souza(1851); Staden(1928); Abbeville(1614); Metraux(1948c); Lery(1906); Lery(1880); Thevet(1878); Cardim(1906); 
Ethnographic Atlas,Netsilik,Na43,xd1060,Netsilik (Na43),69.0,-96.0,69.0,-96.0,nets1241,Netsilik,,Eskimo-Aleut,,NA,Missing data,,,,1920,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Rasmussen(1931); Balikei(1963b); Balikei(1963a); 
Ethnographic Atlas,Chumash,Nc28,xd1127,Chumash (Nc28),34.44,-119.71,34.0,-120.0,cruz1243,Cruzeño,crz,Chumashan,,NA,Missing data,,,,1800,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)","See related comment(s) by Murdock: variable EA017: Or possibly moieties (code ""6"")",,Kroeber(1925f); Harrington(1942); 
Ethnographic Atlas,Kaska,Na4,xd1056,Kaska (Na4),59.0,-128.0,59.0,-128.0,kask1239,Kaska,kkz,Athapaskan-Eyak-Tlingit,1920,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,Upper Liard and Dease River Group,Honigmann(1949); Underwood and Honigman(1947); Teit(1956); Honigmann(1954); ,1920,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,Upper Liard and Dease River Group,Honigmann(1949); Underwood and Honigman(1947); Teit(1956); Honigmann(1954); 
Ethnographic Atlas,Chawai,Ah10,xd299,Chawai (Ah10),10.0,9.0,10.0,9.0,atsa1241,Atsam,cch,Atlantic-Congo,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Meek(1931d); Gunn(1953); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)","See related comment(s) by Murdock: variable EA019: But Gunn reports matrilineal ""clans"" as well as patrilineages",,Meek(1931d); Gunn(1953); 
Ethnographic Atlas,Shangama,Ca25,xd432,Shangama (Ca25),6.0,37.0,6.0,37.0,aari1239,Aari,aiw,South Omotic,,NA,Missing data,,,,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Jensen(1959); 
Ethnographic Atlas,Nunivak,Na6,xd1064,Nunivak (Na6),60.0,-166.0,60.0,-166.0,kusk1241,Kuskokwim Yupik,,Eskimo-Aleut,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Lantis(1946); ,1930,4,"Quasi-lineages (EA017 = 1, EA019 = 1, EA021 = 6)",,,Lantis(1946); 
Ethnographic Atlas,Mbala,Ac15,xd39,Mbala (Ac15),-5.0,18.0,-5.0,18.0,mbal1257,Mbala,mdp,Atlantic-Congo,1900,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Torday and Joyce(1922a); Torday and Joyce(1907); Torday and Joyce(1905); ,1900,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Torday and Joyce(1922a); Torday and Joyce(1907); Torday and Joyce(1905); 
Ethnographic Atlas,Midobi,Cb11,xd460,Midobi (Cb11),16.0,27.0,16.0,27.0,mido1240,Midob,mei,Nubian,,NA,Missing data,,,,1900,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",See related comment(s) by Murdock: variable EA019: Inferred from matrilineal inheritance and succession,,MacMichael(1922a); MacMichael(1918); MacMichael(1912); Lampen(1925); 
Ethnographic Atlas,Mixtec,Nj12,xd1298,Mixtec (Nj12),18.0,-98.0,18.0,-98.0,nort2986,Northwest Oaxaca Mixtec,mxa,Otomanguean,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Romney and Romney(1963); ,1950,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Romney and Romney(1963); 
Ethnographic Atlas,Mambila,Ah4,xd331,Mambila (Ah4),7.0,12.0,7.0,12.0,came1252,Cameroon Mambila,mcu,Atlantic-Congo,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Meek(1931d); Percival(1938); Rehfisch(1960); ,1920,5,"Ambilineal (EA017 = 1, EA019 = 1, EA021 = 3 or EA021 = 4 or EA021 = 5)",,,Meek(1931d); Percival(1938); Rehfisch(1960); 
Ethnographic Atlas,Badjau Tawi-Tawi,Ia13,xd736,Badjau Tawi-Tawi (Ia13),5.09,119.97,5.0,120.0,sout2918,Southern Sama,ssb,Austronesian,1960,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,Tawi-Tawi and adjacent islands,Nimmo(1965); Nimmo(1964); Nimmo(1970); Nimmo(1969); Nimmo(1968); ,1960,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,Tawi-Tawi and adjacent islands,Nimmo(1965); Nimmo(1964); Nimmo(1970); Nimmo(1969); Nimmo(1968); 
Ethnographic Atlas,Idoma,Af29,xd207,Idoma (Af29),7.0,8.0,7.0,8.0,idom1241,Idoma,idu,Atlantic-Congo,,NA,Missing data,,,,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Forde et al.(1955); Armstrong(1954); Temple(1922); 
Ethnographic Atlas,Ndau,Ab17,xd18,Ndau (Ab17),-20.0,34.0,-20.0,34.0,ndau1241,Ndau,ndc,Atlantic-Congo,1920,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Dos Santos(1901); Herskovits(1923); Boas(1922); ,1920,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",,,Dos Santos(1901); Herskovits(1923); Boas(1922); 
Ethnographic Atlas,Nunuma,Ag42,xd280,Nunuma (Ag42),12.0,-3.0,12.0,-3.0,sout2795,Southern Nuni,nnw,Atlantic-Congo,,NA,Missing data,,,,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Tauxier(1924b); Tauxier(1912); 
Ethnographic Atlas,Sinkaitk,Nd15,xd1147,Sinkaitk (Nd15),49.0,-120.0,49.0,-120.0,sout2963,Southern Okanogan,,Salishan,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Cline et al.(1938); ,1880,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Cline et al.(1938); 
Ethnographic Atlas,Luguru,Ad14,xd81,Luguru (Ad14),-8.0,38.0,-8.0,38.0,lugu1238,Luguru,ruf,Atlantic-Congo,1930,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",But Beidelman reports Iroquois,Morogoro District,Young and Fosbrooke(1960); Christensen(1963); Brain(1969); Beidelman(1967); Scheerder and Tastevin(1950); McVicar(nd); Mluanda(1971); ,1930,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,Morogoro District,Young and Fosbrooke(1960); Christensen(1963); Brain(1969); Beidelman(1967); Scheerder and Tastevin(1950); McVicar(nd); Mluanda(1971); 
Ethnographic Atlas,Squamish,Nb13,xd1072,Squamish (Nb13),50.0,-123.0,50.0,-123.0,squa1248,Squamish,squ,Salishan,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Hill-Tout(1900); Barnett(1955); Barnett(1939); Barnett(1938); ,1880,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Hill-Tout(1900); Barnett(1955); Barnett(1939); Barnett(1938); 
Ethnographic Atlas,Madan,Cj10,xd587,Madan (Cj10),31.0,47.0,31.0,47.0,meso1252,Mesopotamian Arabic,acm,Afro-Asiatic,1950,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,with special reference to the village of ech-Chibayish,Salim(1962); Thesiger(1964); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the village of ech-Chibayish,Salim(1962); Thesiger(1964); 
Ethnographic Atlas,Kurukh,Ef6,xd668,Oraon (Ef6),23.0,85.0,23.0,85.0,kuru1302,Kurukh,kru,Dravidian,1940,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Roy(1951); Roy(1915); ,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Roy(1951); Roy(1915); 
Ethnographic Atlas,Igala,Af30,xd209,Igala (Af30),7.0,7.0,7.0,7.0,igal1242,Igala,igl,Atlantic-Congo,,NA,Missing data,,,,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",See related comment(s) by Murdock: variable EA017: Inferential rather than attested,,Forde et al.(1955); Seton(1929-30); Mockler-Ferryman(1892); Clifford(1936); 
Ethnographic Atlas,Ngiyambaa,Id9,xd784,Wongaibon (Id9),-32.0,146.0,-32.0,146.0,wang1291,Wangaaybuwan-Ngiyambaa,wyb,Pama-Nyungan,1910,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Howitt(1904); Radcliffe-Brown(1923); ,1910,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",,,Howitt(1904); Radcliffe-Brown(1923); 
Ethnographic Atlas,Atayal,Ia1,xd732,Atayal (Ia1),24.0,121.0,24.0,121.0,atay1247,Atayal,tay,Austronesian,1930,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Atayal Tribe (but exdluding Sedeq),Ferrell(1969); Ruey(1955); Mabuchi(1960); Ruey(nd); Okada(1949); ,1930,7,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",,Atayal Tribe (but exdluding Sedeq),Ferrell(1969); Ruey(1955); Mabuchi(1960); Ruey(nd); Okada(1949); 
Ethnographic Atlas,Gurage,Ca8,xd456,Gurage (Ca8),8.0,38.0,8.0,38.0,seba1251,Sebat Bet Gurage,sgw,Afro-Asiatic,1940,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Shack(1963); Leslau(1950); ,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Shack(1963); Leslau(1950); 
Ethnographic Atlas,Teita,Ad37,xd106,Teita (Ad37),-4.0,39.0,-4.0,39.0,tait1250,Taita,dav,Atlantic-Congo,1940,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Bostock(1950); Prins(1952); Prins(1950); ,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Bostock(1950); Prins(1952); Prins(1950); 
Ethnographic Atlas,Nipigon,Na35,xd1051,Nipigon (Na35),50.0,-88.0,50.0,-88.0,cent2136,Central Ojibwa,ojc,Algic,1800,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Cameron(1890); Grant(1890); ,1800,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Cameron(1890); Grant(1890); 
Ethnographic Atlas,Fur,Cb17,xd466,Fur (Cb17),12.0,24.0,12.0,24.0,furr1244,Fur,fvr,Furan,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",But Descriptive for parallel cousins,Jebel Marra,Beaton(1948); MacMichael(1922b); Tunisi(1845); Felkin(1885); Barth(1967); ,1880,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)","See related comment(s) by Murdock: variable EA019: Inferred from prohibition of marriage with a maternal cousin, from the matrilocal rule of residence, and from the report of ""totemism""",Jebel Marra,Beaton(1948); MacMichael(1922b); Tunisi(1845); Felkin(1885); Barth(1967); 
Ethnographic Atlas,Kipsigis,Aj9,xd414,Kipsigis (Aj9),-1.0,36.0,-1.0,36.0,kips1239,Kipsigis,sgc,Nilotic,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Peristiany(1938); Barton(1923); Huntingford(1953b); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Peristiany(1938); Barton(1923); Huntingford(1953b); 
Ethnographic Atlas,Attie,Af41,xd221,Attie (Af41),6.0,-4.0,6.0,-4.0,atti1239,Attié,ati,Atlantic-Congo,,NA,Missing data,,,,1890,NA,Missing data,"See related comment(s) by Murdock: variable EA017, EA019: There are lineages, formerly matrilineal but more recently patrilineal",,Dreyfus(1900); Vincenti(1922); Crosson(1900); 
Ethnographic Atlas,Potawatomi,Na42,xd1059,Potawatomi (Na42),44.0,-85.0,44.0,-85.0,pota1247,Potawatomi,pot,Algic,1760,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,Prairie Potawatomi,Searey(1965); Quimby(1940); Skinner(1924); Kinietz(1940d); ,1760,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Prairie Potawatomi,Searey(1965); Quimby(1940); Skinner(1924); Kinietz(1940d); 
Ethnographic Atlas,Egyptians,Cd2,xd518,Egyptians (Cd2),25.0,33.0,25.0,33.0,egyp1253,Egyptian Arabic,arz,Afro-Asiatic,1950,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,Town and environs of Silwa,Ayrout(1945); Ammar(1954); Blackman(1927); Harris(1957); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Town and environs of Silwa,Ayrout(1945); Ammar(1954); Blackman(1927); Harris(1957); 
Ethnographic Atlas,Lummi,Nb15,xd1074,Lummi (Nb15),48.84,-123.27,49.0,-123.0,lumm1243,Lummi,,Salishan,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Suttles(1954); Curtis(1912); Stern(1934); ,1880,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Suttles(1954); Curtis(1912); Stern(1934); 
Ethnographic Atlas,Anyi,Af39,xd218,Anyi (Af39),7.0,-4.0,7.0,-4.0,anyi1245,Anyin,any,Atlantic-Congo,,NA,Missing data,,,,1900,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,with special reference to the Ndenie,Tauxier(1932); Clozel and Villamur(1902); Villamur and DelAfosse(1904); Kobben(1956); 
Ethnographic Atlas,Aweti,Si9,xd1406,Aueto (Si9),-12.0,-54.0,-12.0,-54.0,awet1244,Awetí,awe,Tupian,1940,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Oberg(1953a); Lévi-Strauss(1948c); ,1940,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Oberg(1953a); Lévi-Strauss(1948c); 
Ethnographic Atlas,Beni-Amer,Ca36,xd444,Beni Amer (Ca36),18.0,38.0,18.0,38.0,mans1267,Mansa',,Afro-Asiatic,,NA,Missing data,,,,1860,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Munzinger(1864); Paul(1950); Nadel(1945); 
Ethnographic Atlas,Soga,Ad46,xd116,Soga (Ad46),1.0,33.0,1.0,33.0,soga1242,Soga,xog,Atlantic-Congo,1950,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Roscoe(1915); Fallers(1960); Fallers(1956); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Roscoe(1915); Fallers(1960); Fallers(1956); 
Ethnographic Atlas,Turkmen,Eb5,xd613,Turkmen (Eb5),38.0,62.0,38.0,62.0,turk1304,Turkmen,tuk,Turkic,1910,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,with special reference to the sedentary Teke of the Merv oasis,O'Donovan(1882); Freikin(1954); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the sedentary Teke of the Merv oasis,O'Donovan(1882); Freikin(1954); 
Ethnographic Atlas,Nail,Cd17,xd515,Nail (Cd17),35.0,5.0,35.0,5.0,cons1245,Constantine,,Afro-Asiatic,,NA,Missing data,,,,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Ubach et al.(1923); 
Ethnographic Atlas,Itelmen,ec13,xd621,Itelmen (ec13),54.98,161.79,55.0,168.0,itel1242,Itelmen,itl,Chukotko-Kamchatkan,1710,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,those of Eastern Kamchatka,Kreinovich(1973); Steller(1999); Krasheninnikov(1994); Orlova(1999); ,1710,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,those of Eastern Kamchatka,Kreinovich(1973); Steller(1999); Krasheninnikov(1994); Orlova(1999); 
Ethnographic Atlas,Banyun,Ag16,xd251,Banyune (Ag16),12.0,-16.0,12.0,-16.0,bain1259,Bainouk-Gunyuno,bab,Atlantic-Congo,,NA,Missing data,,,,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Bernatzik(1933); Nogueira(1947); 
Ethnographic Atlas,Iranians,Ea9,xd608,Iranians (Ea9),36.0,52.0,36.0,52.0,tehr1242,Tehrani,,Indo-European,1950,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Vreeland(1957); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Vreeland(1957); 
Ethnographic Atlas,Ekiti,Af33,xd212,Ekiti (Af33),8.0,5.0,8.0,5.0,ekit1244,Ekiti,,Atlantic-Congo,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,"Ekiti Division, Ondo Prov.",Ward(1937); Lloyd(1965); Forde(1951); Lloyd(1955); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,"Ekiti Division, Ondo Prov.",Ward(1937); Lloyd(1965); Forde(1951); Lloyd(1955); 
Ethnographic Atlas,Ndoro,Ah26,xd316,Ndoro (Ah26),7.0,11.0,7.0,11.0,ndoo1241,Ndoola,ndr,Atlantic-Congo,1920,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,,Meek(1931d); ,1920,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Meek(1931d); 
Ethnographic Atlas,Tarasco,Nj8,xd1307,Tarasco (Nj8),19.0,-101.0,19.0,-101.0,pure1242,Purepecha,tsz,Tarascan,1500,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Foster(1948); ,1500,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Foster(1948); 
Ethnographic Atlas,Moapa,Nd51,xd1187,Moapa (Nd51),36.0,-115.0,36.0,-115.0,sout2969,Southern Paiute,,Uto-Aztecan,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Watkins(1945); Lowie(1924); ,1860,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Watkins(1945); Lowie(1924); 
